Address,Case Number,Crime Against,Neighborhood,Number of Records,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type,Open Data Lat,Open Data Lon,Open Data X,Open Data Y,Report Date,Report Month Year
3300 BLOCK OF NE 82ND AVE,17-14932,Property,Roseway,1,1/15/17,1/1/17,2104,Larceny Offenses,1,Shoplifting,45.5468,-122.579,7669583,692296,1/15/17,1/1/17
800 BLOCK OF N KILLINGSWORTH ST,17-900553,Property,Humboldt,1,1/15/17,1/1/17,100,Larceny Offenses,1,Theft From Building,45.5626,-122.675,7644987,698725,1/15/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-900588,Property,Sunnyside,1,1/15/17,1/1/17,1600,Larceny Offenses,1,Theft From Building,45.5121,-122.624,7657625,679955,1/15/17,1/1/17
SW 5TH AVE / SW ANKENY ST,17-14583,Property,Downtown,1,1/15/17,1/1/17,1245,Larceny Offenses,1,Theft From Motor Vehicle,45.5226,-122.676,7644575,684124,1/15/17,1/1/17
12300 BLOCK OF N STARLIGHT AVE,17-14737,Property,Hayden Island,1,1/15/17,1/1/17,1713,Larceny Offenses,1,Theft From Motor Vehicle,45.6136,-122.687,7642592,717363,1/15/17,1/1/17
200 BLOCK OF NE 122ND AVE,17-14440,Property,Hazelwood,1,1/15/17,1/1/17,1050,Larceny Offenses,1,Theft From Motor Vehicle,45.5244,-122.538,7679882,683855,1/15/17,1/1/17
1100 BLOCK OF NE 102ND AVE,17-14409,Property,Hazelwood,1,1/15/17,1/1/17,615,Larceny Offenses,1,Theft From Motor Vehicle,45.531,-122.558,7674732,686391,1/15/17,1/1/17
6300 BLOCK OF SE MORRISON ST,17-900581,Property,Mt Tabor,1,1/15/17,1/1/17,1330,Larceny Offenses,1,Theft From Motor Vehicle,45.5174,-122.599,7664234,681705,1/15/17,1/1/17
100 BLOCK OF NE 164TH AVE,17-900565,Property,NULL,1,1/15/17,1/1/17,300,Larceny Offenses,1,Theft From Motor Vehicle,45.5232,-122.495,7690946,683159,1/15/17,1/1/17
7500 BLOCK OF N HAVEN AVE,17-900584,Property,Portsmouth,1,1/15/17,1/1/17,410,Larceny Offenses,1,Theft From Motor Vehicle,45.5811,-122.72,7633845,705764,1/15/17,1/1/17
5900 BLOCK OF SE 89TH AVE,17-15001,Property,Lents,1,1/15/17,1/1/17,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4796,-122.571,7670873,667760,1/15/17,1/1/17
8100 BLOCK OF SE ELLIS ST,17-14414,Property,Mt Scott-Arleta,1,1/15/17,1/1/17,1010,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4823,-122.58,7668782,668804,1/15/17,1/1/17
12100 BLOCK OF SE DIVISION ST,17-14741,Property,Powellhurst-Gilbert,1,1/15/17,1/1/17,1610,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5041,-122.538,7679564,676458,1/15/17,1/1/17
NULL,17-X4754056,Property,West Portland Park,1,1/15/17,1/1/17,600,Motor Vehicle Theft,1,Motor Vehicle Theft,NULL,NULL,NULL,NULL,1/15/17,1/1/17
4000 BLOCK OF NE FREMONT ST,17-14871,Property,Beaumont-Wilshire,1,1/15/17,1/1/17,1950,Robbery,1,Robbery,45.5483,-122.621,7658729,693114,1/15/17,1/1/17
200 BLOCK OF NE 122ND AVE,17-14788,Property,Hazelwood,1,1/15/17,1/1/17,1807,Robbery,1,Robbery,45.5244,-122.538,7679882,683855,1/15/17,1/1/17
200 BLOCK OF NE 122ND AVE,17-15013,Property,Hazelwood,1,1/15/17,1/1/17,2300,Robbery,1,Robbery,45.5244,-122.538,7679882,683855,1/15/17,1/1/17
9900 BLOCK OF SE HOLGATE BLVD,17-15036,Property,Lents,1,1/15/17,1/1/17,2344,Robbery,1,Robbery,45.4898,-122.562,7673474,671422,1/15/17,1/1/17
100 BLOCK OF NW 20TH PL,17-14534,Property,Northwest,1,1/15/17,1/1/17,1302,Robbery,1,Robbery,45.524,-122.693,7640050,684778,1/15/17,1/1/17
NE MARTIN LUTHER KING JR BLVD / NE ALBERTA ST,17-14643,Property,King,1,1/15/17,1/1/17,1500,Vandalism,1,Vandalism,45.5591,-122.662,7648530,697349,1/15/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-14368,Property,Sunnyside,1,1/15/17,1/1/17,927,Vandalism,1,Vandalism,45.5121,-122.624,7657625,679955,1/15/17,1/1/17
SW CANYON CT / SW WESTGATE DR,17-15820,Property,Sylvan-Highlands,1,1/15/17,1/1/17,100,Vandalism,1,Vandalism,45.5093,-122.732,7630016,679679,1/15/17,1/1/17
NULL,17-X4754056,Property,West Portland Park,1,1/15/17,1/1/17,600,Vandalism,1,Vandalism,NULL,NULL,NULL,NULL,1/15/17,1/1/17
SE 148TH AVE / SE GRANT CT,17-14711,Society,Centennial,1,1/15/17,1/1/17,1638,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5072,-122.511,7686652,677437,1/15/17,1/1/17
NE MULTNOMAH ST / NE 31ST AVE,17-14265,Society,Kerns,1,1/15/17,1/1/17,355,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5317,-122.633,7655613,687167,1/15/17,1/1/17
700 BLOCK OF NE 100TH AVE,17-15026,Society,Hazelwood,1,1/15/17,1/1/17,2328,Weapon Law Violations,1,Weapons Law Violations,45.5277,-122.561,7674075,685218,1/15/17,1/1/17
4900 BLOCK OF NE 99TH AVE,17-22992,Property,Parkrose,1,1/1/17,1/1/17,800,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.5588,-122.561,7674292,696569,1/16/17,1/1/17
NULL,17-X4754312,Person,St Johns,1,1/2/17,1/1/17,1200,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/16/17,1/1/17
9800 BLOCK OF N IVANHOE ST,17-900632,Property,Cathedral Park,1,1/3/17,1/1/17,1800,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.597,-122.763,7623005,711880,1/16/17,1/1/17
4800 BLOCK OF SE POWELL BLVD,17-900613,Property,Richmond,1,1/5/17,1/1/17,25,Larceny Offenses,1,All Other Larceny,45.4976,-122.613,7660340,674587,1/16/17,1/1/17
SW 6TH AVE / SW ALDER ST,17-15299,Property,Downtown,1,1/10/17,1/1/17,800,Larceny Offenses,1,Theft From Motor Vehicle,45.5197,-122.678,7643858,683110,1/16/17,1/1/17
3100 BLOCK OF NE SANDY BLVD,17-15345,Property,Kerns,1,1/10/17,1/1/17,100,Larceny Offenses,1,Theft From Motor Vehicle,45.5311,-122.632,7655740,686935,1/16/17,1/1/17
2600 BLOCK OF NE HOYT ST,17-900625,Property,Kerns,1,1/10/17,1/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.5278,-122.639,7654103,685758,1/16/17,1/1/17
6000 BLOCK OF NE FLANDERS ST,17-15677,Property,North Tabor,1,1/10/17,1/1/17,1600,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5258,-122.602,7663557,684790,1/16/17,1/1/17
3300 BLOCK OF SE MORRISON ST,17-15873,Property,Sunnyside,1,1/11/17,1/1/17,900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5171,-122.63,7656209,681825,1/16/17,1/1/17
2200 BLOCK OF SE YAMHILL ST,17-900606,Property,Buckman East,1,1/12/17,1/1/17,915,Larceny Offenses,1,All Other Larceny,45.5157,-122.643,7652846,681395,1/16/17,1/1/17
3700 BLOCK OF SE 35TH PL,17-900607,Property,Creston-Kenilworth,1,1/12/17,1/1/17,2230,Larceny Offenses,1,Theft From Motor Vehicle,45.4959,-122.628,7656599,674061,1/16/17,1/1/17
7000 BLOCK OF SE CRYSTAL SPRINGS BLVD,17-15415,Property,Brentwood-Darlington,1,1/13/17,1/1/17,1200,Burglary,1,Burglary,45.4648,-122.591,7665744,662495,1/16/17,1/1/17
1300 BLOCK OF NE 117TH AVE,17-15309,Property,Hazelwood,1,1/13/17,1/1/17,1700,Burglary,1,Burglary,45.5324,-122.543,7678720,686829,1/16/17,1/1/17
8400 BLOCK OF N BRANDON AVE,17-15470,Property,Kenton,1,1/13/17,1/1/17,1700,Burglary,1,Burglary,45.5842,-122.689,7641743,706669,1/16/17,1/1/17
4400 BLOCK OF E BURNSIDE ST,17-15888,Property,North Tabor,1,1/13/17,1/1/17,1530,Burglary,1,Burglary,45.5231,-122.617,7659648,683906,1/16/17,1/1/17
5200 BLOCK OF N BOWDOIN ST,17-15256,Property,University Park,1,1/13/17,1/1/17,1530,Burglary,1,Burglary,45.5811,-122.723,7633104,705765,1/16/17,1/1/17
4900 BLOCK OF NE 99TH AVE,17-22994,Property,Parkrose,1,1/13/17,1/1/17,800,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.5588,-122.561,7674292,696569,1/16/17,1/1/17
1800 BLOCK OF SE 60TH AVE,17-900629,Property,Mt Tabor,1,1/13/17,1/1/17,1650,Larceny Offenses,1,Theft From Motor Vehicle,45.5097,-122.602,7663330,678944,1/16/17,1/1/17
10700 BLOCK OF SE BUSH ST,17-14511,Property,Lents,1,1/13/17,1/1/17,1030,Motor Vehicle Theft,1,Motor Vehicle Theft,45.495,-122.553,7675818,673235,1/16/17,1/1/17
5200 BLOCK OF N BOWDOIN ST,17-15256,Property,University Park,1,1/13/17,1/1/17,1530,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5811,-122.723,7633104,705765,1/16/17,1/1/17
5500 BLOCK OF N LOMBARD ST,17-15412,Property,University Park,1,1/13/17,1/1/17,2100,Vandalism,1,Vandalism,45.5832,-122.726,7632237,706565,1/16/17,1/1/17
1600 BLOCK OF SE HAWTHORNE BLVD,17-15230,Property,Buckman East,1,1/14/17,1/1/17,1630,Larceny Offenses,1,All Other Larceny,45.5122,-122.649,7651280,680175,1/16/17,1/1/17
2300 BLOCK OF NW GLISAN ST,17-15705,Property,Northwest,1,1/14/17,1/1/17,1600,Larceny Offenses,1,All Other Larceny,45.5262,-122.699,7638477,685598,1/16/17,1/1/17
1300 BLOCK OF W BURNSIDE ST,17-900608,Property,Downtown,1,1/14/17,1/1/17,2200,Larceny Offenses,1,Theft From Building,45.5229,-122.685,7642236,684296,1/16/17,1/1/17
NE IRVING ST / NE GRAND AVE,17-900603,Property,Lloyd,1,1/14/17,1/1/17,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.528,-122.661,7648438,685983,1/16/17,1/1/17
1300 BLOCK OF SE 53RD AVE,17-900665,Property,Mt Tabor,1,1/14/17,1/1/17,100,Larceny Offenses,1,Theft From Motor Vehicle,45.5131,-122.608,7661708,680202,1/16/17,1/1/17
6700 BLOCK OF NE GLISAN ST,17-15242,Property,North Tabor,1,1/14/17,1/1/17,1800,Larceny Offenses,1,Theft From Motor Vehicle,45.5264,-122.594,7665513,684976,1/16/17,1/1/17
2300 BLOCK OF NW GLISAN ST,17-15705,Property,Northwest,1,1/14/17,1/1/17,1600,Larceny Offenses,1,Theft From Motor Vehicle,45.5262,-122.699,7638477,685598,1/16/17,1/1/17
7000 BLOCK OF NE GLISAN ST,17-15276,Property,Montavilla,1,1/14/17,1/1/17,2200,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5265,-122.591,7666368,684982,1/16/17,1/1/17
3500 BLOCK OF SE KELLY ST,17-15530,Property,Richmond,1,1/14/17,1/1/17,1600,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.4998,-122.627,7656693,675478,1/16/17,1/1/17
1900 BLOCK OF SE 122ND AVE,17-900617,Property,Mill Park,1,1/14/17,1/1/17,45,Vandalism,1,Vandalism,45.5092,-122.538,7679760,678323,1/16/17,1/1/17
3500 BLOCK OF N WILLIAMS AVE,17-15196,Property,Boise,1,1/15/17,1/1/17,2100,Burglary,1,Burglary,45.5486,-122.667,7647114,693540,1/16/17,1/1/17
3600 BLOCK OF SE KNAPP ST,17-900614,Property,Eastmoreland,1,1/15/17,1/1/17,1745,Burglary,1,Burglary,45.4705,-122.625,7656951,664785,1/16/17,1/1/17
8100 BLOCK OF SE TOLMAN ST,17-15124,Property,Mt Scott-Arleta,1,1/15/17,1/1/17,1200,Burglary,1,Burglary,45.4777,-122.58,7668714,667119,1/16/17,1/1/17
3400 BLOCK OF NW YEON AVE,17-15206,Property,Northwest Industrial,1,1/15/17,1/1/17,530,Burglary,1,Burglary,45.5468,-122.712,7635563,693186,1/16/17,1/1/17
1000 BLOCK OF NW COUCH ST,17-900611,Property,Pearl,1,1/15/17,1/1/17,430,Larceny Offenses,1,All Other Larceny,45.5237,-122.682,7643025,684586,1/16/17,1/1/17
1100 BLOCK OF NW DAVIS ST,17-900619,Property,Pearl,1,1/15/17,1/1/17,1430,Larceny Offenses,1,Shoplifting,45.5243,-122.683,7642766,684814,1/16/17,1/1/17
100 BLOCK OF NW 20TH PL,17-15468,Property,Northwest,1,1/15/17,1/1/17,1100,Larceny Offenses,1,Theft From Building,45.524,-122.693,7640050,684778,1/16/17,1/1/17
SW 4TH AVE / SW ALDER ST,17-1665,Property,Downtown,1,1/15/17,1/1/17,1630,Larceny Offenses,1,Theft From Motor Vehicle,45.5192,-122.676,7644375,682896,1/16/17,1/1/17
600 BLOCK OF SW ALDER ST,17-900628,Property,Downtown,1,1/15/17,1/1/17,1,Larceny Offenses,1,Theft From Motor Vehicle,45.5198,-122.679,7643722,683148,1/16/17,1/1/17
4000 BLOCK OF SE 74TH AVE,17-900609,Property,Foster-Powell,1,1/15/17,1/1/17,2300,Larceny Offenses,1,Theft From Motor Vehicle,45.4935,-122.587,7667028,672921,1/16/17,1/1/17
NE CESAR E CHAVEZ BLVD / NE TILLAMOOK ST,17-901012,Property,Grant Park,1,1/15/17,1/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.5378,-122.623,7658192,689307,1/16/17,1/1/17
600 BLOCK OF N WEBSTER ST,17-900600,Property,Humboldt,1,1/15/17,1/1/17,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.5598,-122.673,7645472,697668,1/16/17,1/1/17
4500 BLOCK OF SE 97TH AVE,17-900624,Property,Lents,1,1/15/17,1/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.4894,-122.564,7672970,671270,1/16/17,1/1/17
1100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-900610,Property,Lloyd,1,1/15/17,1/1/17,2130,Larceny Offenses,1,Theft From Motor Vehicle,45.5312,-122.662,7648197,687156,1/16/17,1/1/17
2300 BLOCK OF SE 82ND AVE,17-800168,Property,Montavilla,1,1/15/17,1/1/17,1500,Larceny Offenses,1,Theft From Motor Vehicle,45.5059,-122.579,7669221,677388,1/16/17,1/1/17
100 BLOCK OF SW 2ND AVE,17-900601,Property,Old Town/Chinatown,1,1/15/17,1/1/17,1815,Larceny Offenses,1,Theft From Motor Vehicle,45.5216,-122.673,7645344,683765,1/16/17,1/1/17
700 BLOCK OF NW NAITO PKWY,17-900621,Property,Old Town/Chinatown,1,1/15/17,1/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.5286,-122.674,7645056,686308,1/16/17,1/1/17
8000 BLOCK OF SE 7TH AVE,17-900622,Property,Sellwood-Moreland,1,1/15/17,1/1/17,1100,Larceny Offenses,1,Theft From Motor Vehicle,45.4654,-122.659,7648274,663170,1/16/17,1/1/17
8000 BLOCK OF SE 7TH AVE,17-900623,Property,Sellwood-Moreland,1,1/15/17,1/1/17,1100,Larceny Offenses,1,Theft From Motor Vehicle,45.4654,-122.659,7648274,663170,1/16/17,1/1/17
6400 BLOCK OF SW MACADAM AVE,17-900626,Property,South Portland,1,1/15/17,1/1/17,1340,Larceny Offenses,1,Theft From Motor Vehicle,45.4776,-122.672,7644972,667708,1/16/17,1/1/17
1700 BLOCK OF NE 101ST AVE,17-900615,Property,Woodland Park,1,1/15/17,1/1/17,2230,Larceny Offenses,1,Theft From Motor Vehicle,45.5354,-122.559,7674555,688024,1/16/17,1/1/17
200 BLOCK OF N HAYDEN BAY DR,17-15208,Property,Hayden Island,1,1/15/17,1/1/17,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.6105,-122.67,7646911,716120,1/16/17,1/1/17
10500 BLOCK OF SE WASHINGTON ST,17-15424,Property,Mill Park,1,1/15/17,1/1/17,1600,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5184,-122.555,7675477,681782,1/16/17,1/1/17
9400 BLOCK OF N MIDWAY AVE,17-15469,Property,St Johns,1,1/15/17,1/1/17,1000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5925,-122.736,7629829,710041,1/16/17,1/1/17
NULL,17-X4753983,Person,King,1,1/16/17,1/1/17,130,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,1/16/17,1/1/17
NULL,17-X4754426,Person,Lents,1,1/16/17,1/1/17,2240,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,1/16/17,1/1/17
NULL,17-X4754304,Person,Lents,1,1/16/17,1/1/17,1100,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/16/17,1/1/17
NULL,17-X4754369,Person,Madison South,1,1/16/17,1/1/17,1540,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/16/17,1/1/17
12900 BLOCK OF SE DIVISION ST,17-15728,Person,Mill Park,1,1/16/17,1/1/17,1736,Assault Offenses,1,Intimidation,45.5041,-122.531,7681546,676426,1/16/17,1/1/17
500 BLOCK OF NW 6TH AVE,17-15719,Person,Old Town/Chinatown,1,1/16/17,1/1/17,1725,Assault Offenses,1,Intimidation,45.527,-122.677,7644342,685739,1/16/17,1/1/17
NULL,17-X4754358,Person,Sumner,1,1/16/17,1/1/17,1909,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/16/17,1/1/17
3300 BLOCK OF SE BELMONT ST,17-15290,Person,Sunnyside,1,1/16/17,1/1/17,950,Assault Offenses,1,Intimidation,45.5165,-122.63,7656122,681599,1/16/17,1/1/17
NULL,17-X4754578,Person,Brentwood-Darlington,1,1/16/17,1/1/17,1840,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/16/17,1/1/17
NULL,17-X4754031,Person,Buckman West,1,1/16/17,1/1/17,407,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/16/17,1/1/17
SW MORRISON ST / SW 6TH AVE,17-15616,Person,Downtown,1,1/16/17,1/1/17,1547,Assault Offenses,1,Simple Assault,45.5191,-122.679,7643759,682869,1/16/17,1/1/17
4100 BLOCK OF SE 136TH AVE,17-15476,Person,Powellhurst-Gilbert,1,1/16/17,1/1/17,1314,Assault Offenses,1,Simple Assault,45.4924,-122.524,7683257,672110,1/16/17,1/1/17
NULL,17-X4754031,Person,Buckman West,1,1/16/17,1/1/17,407,Kidnapping/Abduction,1,Kidnapping/Abduction,NULL,NULL,NULL,NULL,1/16/17,1/1/17
9700 BLOCK OF SE STARK ST,17-15080,Person,Hazelwood,1,1/16/17,1/1/17,0,Kidnapping/Abduction,1,Kidnapping/Abduction,45.5191,-122.563,7673292,682101,1/16/17,1/1/17
NULL,17-X4754454,Person,Hazelwood,1,1/16/17,1/1/17,0,Sex Offenses,1,Rape,NULL,NULL,NULL,NULL,1/16/17,1/1/17
3500 BLOCK OF NE BROADWAY,17-800069,Property,Sullivan's Gulch,1,1/16/17,1/1/17,1730,Arson,1,Arson,45.5351,-122.627,7657081,688365,1/16/17,1/1/17
900 BLOCK OF SW MORRISON ST,17-15177,Property,Downtown,1,1/16/17,1/1/17,642,Burglary,1,Burglary,45.5198,-122.682,7642987,683169,1/16/17,1/1/17
4500 BLOCK OF SE 86TH CT,17-15198,Property,Lents,1,1/16/17,1/1/17,620,Burglary,1,Burglary,45.4899,-122.574,7670288,671515,1/16/17,1/1/17
400 BLOCK OF SE 84TH AVE,17-15973,Property,Montavilla,1,1/16/17,1/1/17,2315,Burglary,1,Burglary,45.5194,-122.577,7669770,682319,1/16/17,1/1/17
1200 BLOCK OF NE MAGDA LN,17-15726,Property,Wilkes,1,1/16/17,1/1/17,1400,Burglary,1,Burglary,45.5314,-122.502,7689204,686171,1/16/17,1/1/17
4900 BLOCK OF NE 99TH AVE,17-15341,Property,Parkrose,1,1/16/17,1/1/17,1102,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.5588,-122.561,7674292,696569,1/16/17,1/1/17
3500 BLOCK OF SE 122ND AVE,17-15559,Property,Powellhurst-Gilbert,1,1/16/17,1/1/17,1442,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.4967,-122.538,7679649,673767,1/16/17,1/1/17
2700 BLOCK OF SE STARK ST,17-15901,Property,Buckman East,1,1/16/17,1/1/17,2119,Fraud Offenses,1,Identity Theft,45.5194,-122.638,7654238,682693,1/16/17,1/1/17
NW BARNES RD / W BURNSIDE RD,17-900645,Property,Forest Park,1,1/16/17,1/1/17,900,Fraud Offenses,1,Identity Theft,45.5194,-122.729,7630926,683341,1/16/17,1/1/17
3500 BLOCK OF SE 122ND AVE,17-15559,Property,Powellhurst-Gilbert,1,1/16/17,1/1/17,1442,Fraud Offenses,1,Identity Theft,45.4967,-122.538,7679649,673767,1/16/17,1/1/17
10300 BLOCK OF N VANCOUVER WAY,17-15900,Property,East Columbia,1,1/16/17,1/1/17,2115,Larceny Offenses,1,All Other Larceny,45.5975,-122.671,7646571,711385,1/16/17,1/1/17
8300 BLOCK OF SE RHONE ST,17-15508,Property,Lents,1,1/16/17,1/1/17,1348,Larceny Offenses,1,All Other Larceny,45.4955,-122.577,7669588,673603,1/16/17,1/1/17
11600 BLOCK OF NE SUMNER ST,17-15277,Property,Parkrose,1,1/16/17,1/1/17,928,Larceny Offenses,1,All Other Larceny,45.5612,-122.543,7678908,697307,1/16/17,1/1/17
1300 BLOCK OF SE SHERRETT ST,17-900631,Property,Sellwood-Moreland,1,1/16/17,1/1/17,1615,Larceny Offenses,1,All Other Larceny,45.4615,-122.653,7649884,661711,1/16/17,1/1/17
5100 BLOCK OF SE 76TH AVE,17-15557,Property,Foster-Powell,1,1/16/17,1/1/17,1,Larceny Offenses,1,Pocket-Picking,45.4858,-122.585,7667360,670118,1/16/17,1/1/17
2600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-15584,Property,Eliot,1,1/16/17,1/1/17,1506,Larceny Offenses,1,Shoplifting,45.5416,-122.662,7648350,690952,1/16/17,1/1/17
1100 BLOCK OF NE 102ND AVE,17-15189,Property,Hazelwood,1,1/16/17,1/1/17,815,Larceny Offenses,1,Shoplifting,45.531,-122.558,7674732,686391,1/16/17,1/1/17
1100 BLOCK OF NE 102ND AVE,17-15931,Property,Hazelwood,1,1/16/17,1/1/17,2205,Larceny Offenses,1,Shoplifting,45.531,-122.558,7674732,686391,1/16/17,1/1/17
10100 BLOCK OF SE WASHINGTON ST,17-15619,Property,Hazelwood,1,1/16/17,1/1/17,354,Larceny Offenses,1,Shoplifting,45.5183,-122.559,7674423,681781,1/16/17,1/1/17
10000 BLOCK OF NE HALSEY ST,17-15671,Property,Hazelwood,1,1/16/17,1/1/17,1643,Larceny Offenses,1,Shoplifting,45.5335,-122.56,7674179,687330,1/16/17,1/1/17
9400 BLOCK OF NE CASCADES PKWY,17-15801,Property,NULL,1,1/16/17,1/1/17,1902,Larceny Offenses,1,Shoplifting,45.5759,-122.566,7673210,702823,1/16/17,1/1/17
10900 BLOCK OF SE DIVISION ST,17-15660,Property,Powellhurst-Gilbert,1,1/16/17,1/1/17,1630,Larceny Offenses,1,Shoplifting,45.5042,-122.551,7676372,676582,1/16/17,1/1/17
5900 BLOCK OF NE 122ND AVE,17-901780,Property,Argay,1,1/16/17,1/1/17,1855,Larceny Offenses,1,Theft From Motor Vehicle,45.5661,-122.533,7681474,699028,1/16/17,1/1/17
NW BARNES RD / W BURNSIDE RD,17-900645,Property,Forest Park,1,1/16/17,1/1/17,900,Larceny Offenses,1,Theft From Motor Vehicle,45.5194,-122.729,7630926,683341,1/16/17,1/1/17
14000 BLOCK OF NE GLISAN ST,17-900642,Property,Hazelwood,1,1/16/17,1/1/17,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.5265,-122.519,7684768,684518,1/16/17,1/1/17
4700 BLOCK OF N BORTHWICK AVE,17-900637,Property,Humboldt,1,1/16/17,1/1/17,400,Larceny Offenses,1,Theft From Motor Vehicle,45.5572,-122.674,7645347,696745,1/16/17,1/1/17
2400 BLOCK OF NW VAUGHN ST,17-15286,Property,Northwest,1,1/16/17,1/1/17,915,Larceny Offenses,1,Theft From Motor Vehicle,45.5368,-122.701,7638111,689498,1/16/17,1/1/17
2400 BLOCK OF SE 48TH AVE,17-900620,Property,Richmond,1,1/16/17,1/1/17,645,Larceny Offenses,1,Theft From Motor Vehicle,45.505,-122.613,7660444,677286,1/16/17,1/1/17
500 BLOCK OF NE KNOTT ST,17-15430,Property,Eliot,1,1/16/17,1/1/17,100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5422,-122.66,7648757,691154,1/16/17,1/1/17
1700 BLOCK OF SE 139TH AVE,17-15161,Property,Hazelwood,1,1/16/17,1/1/17,537,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5106,-122.521,7684048,678729,1/16/17,1/1/17
N ALBERTA ST / I5 FWY NB,17-15169,Property,Humboldt,1,1/16/17,1/1/17,557,Motor Vehicle Theft,1,Motor Vehicle Theft,45.559,-122.678,7644184,697420,1/16/17,1/1/17
9800 BLOCK OF SE POWELL BLVD,17-15166,Property,Lents,1,1/16/17,1/1/17,445,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4965,-122.562,7673381,673863,1/16/17,1/1/17
12900 BLOCK OF SE MILL CT,17-15102,Property,Mill Park,1,1/16/17,1/1/17,210,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5109,-122.531,7681428,678917,1/16/17,1/1/17
8100 BLOCK OF SE MADISON ST,17-15360,Property,Montavilla,1,1/16/17,1/1/17,1115,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5128,-122.579,7669119,679916,1/16/17,1/1/17
5100 BLOCK OF N CHANNEL AVE,17-15754,Property,Overlook,1,1/16/17,1/1/17,1759,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5606,-122.712,7635568,698225,1/16/17,1/1/17
10800 BLOCK OF NE RUSSELL ST,17-15175,Property,Parkrose Heights,1,1/16/17,1/1/17,300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5409,-122.551,7676623,689966,1/16/17,1/1/17
600 BLOCK OF SW WASHINGTON ST,17-15594,Property,Downtown,1,1/16/17,1/1/17,1515,Robbery,1,Robbery,45.5205,-122.678,7643822,683388,1/16/17,1/1/17
8200 BLOCK OF NE WASCO ST,17-15749,Property,Montavilla,1,1/16/17,1/1/17,1758,Robbery,1,Robbery,45.5324,-122.578,7669585,687063,1/16/17,1/1/17
12200 BLOCK OF E BURNSIDE ST,17-900633,Property,Hazelwood,1,1/16/17,1/1/17,1500,Vandalism,1,Vandalism,45.5224,-122.537,7680037,683122,1/16/17,1/1/17
4200 BLOCK OF NE HALSEY ST,17-900604,Property,Hollywood,1,1/16/17,1/1/17,730,Vandalism,1,Vandalism,45.5338,-122.62,7658993,687849,1/16/17,1/1/17
5400 BLOCK OF E BURNSIDE ST,17-15933,Property,Mt Tabor,1,1/16/17,1/1/17,2000,Vandalism,1,Vandalism,45.5228,-122.608,7661921,683761,1/16/17,1/1/17
NULL,17-X4754567,Property,Pleasant Valley,1,1/16/17,1/1/17,1837,Vandalism,1,Vandalism,NULL,NULL,NULL,NULL,1/16/17,1/1/17
4600 BLOCK OF SE 134TH DR,17-15788,Property,Powellhurst-Gilbert,1,1/16/17,1/1/17,1843,Vandalism,1,Vandalism,45.4883,-122.525,7682743,670622,1/16/17,1/1/17
