stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
10/13/2014 13:22,SEA00110,883.781,6th Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-04,SLU-19,Member,Male,1978
10/13/2014 13:15,SEA00068,384.491,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Member,Male,1987
10/13/2014 13:09,SEA00321,69.51,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,,
10/13/2014 13:18,SEA00204,524.861,REI / Yale Ave N & John St,REI / Yale Ave N & John St,SLU-01,SLU-01,Member,Female,1990
10/13/2014 13:27,SEA00140,1071.535,Occidental Park / Occidental Ave S & S Washington St,Harvard Ave & E Pine St,PS-04,CH-09,Member,Male,1982
10/13/2014 13:24,SEA00068,466.29,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Male,1946
10/13/2014 13:21,SEA00225,215.288,E Harrison St & Broadway Ave E,12th Ave & E Mercer St,CH-02,CH-15,Member,Male,1987
10/13/2014 13:30,SEA00182,601.665,2nd Ave & Spring St,1st Ave & Marion St,CBD-06,CBD-05,Short-Term Pass Holder,,
10/13/2014 13:33,SEA00276,746.342,NE 47th St & 12th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-07,UW-10,Member,Male,1979
10/13/2014 13:33,SEA00057,714.822,NE 47th St & 12th Ave NE,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-07,UW-10,Member,Male,1974
10/13/2014 13:33,SEA00063,364.088,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Short-Term Pass Holder,,
10/13/2014 13:42,SEA00071,713.859,7th Ave & Union St,Cal Anderson Park / 11th Ave & Pine St,CBD-03,CH-08,Member,Female,1946
10/13/2014 13:42,SEA00190,739.791,7th Ave & Union St,Cal Anderson Park / 11th Ave & Pine St,CBD-03,CH-08,Member,Female,1949
10/13/2014 13:42,SEA00048,579.836,Cal Anderson Park / 11th Ave & Pine St,15th Ave E & E Thomas St,CH-08,CH-05,Member,Male,1946
10/13/2014 12:47,SEA00467,618.777,UW Intramural Activities Building,UW McCarty Hall / Whitman Ct,UW-07,UW-01,Member,Female,1989
10/13/2014 12:49,SEA00100,627.052,UW Intramural Activities Building,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-07,UW-02,Member,Female,1991
10/13/2014 13:44,SEA00309,465.569,6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St,ID-04,PS-04,Member,Female,1951
10/13/2014 14:29,SEA00433,3202.246,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-10,UD-01,Member,Male,1979
10/13/2014 13:52,SEA00063,930.967,Occidental Park / Occidental Ave S & S Washington St,PATH / 9th Ave & Westlake Ave,PS-04,SLU-07,Short-Term Pass Holder,,
10/13/2014 14:22,SEA00148,2755.71,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Short-Term Pass Holder,,
10/13/2014 13:45,SEA00034,549.146,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Short-Term Pass Holder,,
10/13/2014 13:55,SEA00057,1126.403,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-10,UD-01,Member,Male,1974
10/13/2014 13:56,SEA00110,1086.674,Key Arena / 1st Ave N & Harrison St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-19,PS-05,Member,Male,1978
10/13/2014 14:03,SEA00202,1400.333,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Lake Union Park / Valley St & Boren Ave N,PS-05,SLU-17,Member,Female,1958
10/13/2014 13:52,SEA00037,528.344,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,DPD-03,UD-01,Member,Male,1972
10/13/2014 14:09,SEA00497,1499.49,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Member,Male,1968
10/13/2014 14:09,SEA00461,1467.996,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,,
10/13/2014 13:49,SEA00128,241.254,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Member,Male,1946
10/13/2014 14:09,SEA00236,1414.177,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,,
10/13/2014 13:56,SEA00335,457.588,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Mercer St,CH-08,CH-15,Member,Other,1967
10/13/2014 13:59,SEA00349,472.548,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave,SLU-02,SLU-15,Member,Male,1980
10/13/2014 14:08,SEA00444,692.33,Occidental Park / Occidental Ave S & S Washington St,Westlake Ave & 6th Ave,PS-04,SLU-15,Member,Male,1981
10/13/2014 14:05,SEA00123,532.93,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CBD-13,PS-04,Member,Female,1956
10/13/2014 14:12,SEA00079,879.996,Occidental Park / Occidental Ave S & S Washington St,7th Ave & Union St,PS-04,CBD-03,Member,Female,1951
10/13/2014 14:07,SEA00373,284.349,City Hall / 4th Ave & James St,6th Ave S & S King St,CBD-07,ID-04,Short-Term Pass Holder,,
10/13/2014 14:35,SEA00456,1901.545,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
10/13/2014 14:35,SEA00297,1778.2,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
10/13/2014 14:07,SEA00071,107.847,Cal Anderson Park / 11th Ave & Pine St,Harvard Ave & E Pine St,CH-08,CH-09,Member,Male,1990
10/13/2014 14:11,SEA00177,320.165,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Member,Male,1978
10/13/2014 14:12,SEA00130,362.646,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Member,Other,1992
10/13/2014 14:35,SEA00204,1718.521,REI / Yale Ave N & John St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-01,WF-04,Short-Term Pass Holder,,
10/13/2014 14:18,SEA00308,348.71,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Member,Male,1967
10/13/2014 14:18,SEA00131,356.934,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Member,Female,1983
